"animal_id","timestamp","station_name","deploy_longitude","deploy_latitude","scientific_name","receiver_id","transmitter"
"D01",2023-04-27 05:37:25.890656,"ST04",-8.985,38.466,"Dasyatis pastinaca","VR2W-1004","A69-1602-30005"
"D01",2023-04-27 05:41:20.687529,"ST04",-8.985,38.466,"Dasyatis pastinaca","VR2W-1004","A69-1602-30005"
"D01",2023-04-27 07:00:44.291083,"ST04",-8.985,38.466,"Dasyatis pastinaca","VR2W-1004","A69-1602-30005"
"D01",2023-04-27 07:14:26.220044,"ST04",-8.985,38.466,"Dasyatis pastinaca","VR2W-1004","A69-1602-30005"
"D01",2023-04-27 07:28:03.824329,"ST04",-8.985,38.466,"Dasyatis pastinaca","VR2W-1004","A69-1602-30005"
"D01",2023-04-28 03:11:11.251759,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 03:23:26.41377,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 03:23:42.358047,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 03:41:42.978511,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 03:57:22.110227,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 04:20:03.700345,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 04:25:35.028733,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 04:27:34.528219,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 04:40:13.716116,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 04:49:01.124806,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 05:07:42.041768,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 20:51:22.666154,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 20:55:14.955395,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 20:57:20.199831,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 21:06:06.180938,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 21:34:12.430083,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 22:20:47.317976,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 22:43:03.264347,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 23:01:42.402893,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 23:30:40.348543,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 23:37:27.285347,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-28 23:40:19.475926,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-04-29 23:27:41.245262,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-04-30 00:12:12.801322,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-04-30 00:44:55.988231,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-04-30 01:10:24.308552,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-04-30 01:18:43.850069,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-04-30 01:56:54.558053,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-04-30 08:38:36.714329,"ST05",-8.972,38.452,"Dasyatis pastinaca","VR2W-1005","A69-1602-30005"
"D01",2023-04-30 08:59:02.443814,"ST05",-8.972,38.452,"Dasyatis pastinaca","VR2W-1005","A69-1602-30005"
"D01",2023-04-30 09:04:52.08882,"ST05",-8.972,38.452,"Dasyatis pastinaca","VR2W-1005","A69-1602-30005"
"D01",2023-04-30 10:09:49.123487,"ST05",-8.972,38.452,"Dasyatis pastinaca","VR2W-1005","A69-1602-30005"
"D01",2023-04-30 11:31:24.729679,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-04-30 12:01:36.460747,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-04-30 12:10:50.394796,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-04-30 14:51:13.534065,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-04-30 15:37:56.456873,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-04-30 16:34:54.34419,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-04-30 16:35:53.431697,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-03 15:43:36.315791,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-03 16:00:57.588884,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-03 16:26:59.983887,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-03 16:45:15.882744,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-03 17:32:49.866678,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-03 17:43:48.773081,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-03 19:34:32.663875,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-07 22:59:53.996682,"ST01",-9.02,38.454,"Dasyatis pastinaca","VR2W-1001","A69-1602-30005"
"D01",2023-05-07 23:01:36.354898,"ST01",-9.02,38.454,"Dasyatis pastinaca","VR2W-1001","A69-1602-30005"
"D01",2023-05-07 23:06:47.930273,"ST01",-9.02,38.454,"Dasyatis pastinaca","VR2W-1001","A69-1602-30005"
"D01",2023-05-07 23:13:24.053493,"ST01",-9.02,38.454,"Dasyatis pastinaca","VR2W-1001","A69-1602-30005"
"D01",2023-05-07 23:19:47.46049,"ST01",-9.02,38.454,"Dasyatis pastinaca","VR2W-1001","A69-1602-30005"
"D01",2023-05-07 23:45:50.085581,"ST01",-9.02,38.454,"Dasyatis pastinaca","VR2W-1001","A69-1602-30005"
"D01",2023-05-07 23:59:41.906596,"ST01",-9.02,38.454,"Dasyatis pastinaca","VR2W-1001","A69-1602-30005"
"D01",2023-05-08 00:13:35.890706,"ST01",-9.02,38.454,"Dasyatis pastinaca","VR2W-1001","A69-1602-30005"
"D01",2023-05-08 00:32:17.282431,"ST01",-9.02,38.454,"Dasyatis pastinaca","VR2W-1001","A69-1602-30005"
"D01",2023-05-08 01:11:30.7296,"ST01",-9.02,38.454,"Dasyatis pastinaca","VR2W-1001","A69-1602-30005"
"D01",2023-05-08 01:12:19.104765,"ST01",-9.02,38.454,"Dasyatis pastinaca","VR2W-1001","A69-1602-30005"
"D01",2023-05-08 01:21:17.14465,"ST01",-9.02,38.454,"Dasyatis pastinaca","VR2W-1001","A69-1602-30005"
"D01",2023-05-12 03:26:23.408094,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-12 05:10:27.86189,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-12 05:30:54.841924,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-12 06:32:40.800463,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-12 07:11:19.820057,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-12 07:22:05.767923,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-12 08:56:24.406689,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-12 09:33:15.279994,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-12 10:48:31.293235,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-12 11:16:15.543139,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-12 12:06:06.970837,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-12 12:27:11.035089,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-13 23:10:20.628247,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-13 23:10:55.768229,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-13 23:27:54.345356,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-13 23:38:32.401317,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-13 23:42:59.648964,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-13 23:44:27.208071,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-13 23:52:56.310055,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-14 00:03:50.070082,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-15 17:38:17.373431,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-15 18:12:16.199574,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-15 19:24:51.939131,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-17 01:16:27.130705,"ST05",-8.972,38.452,"Dasyatis pastinaca","VR2W-1005","A69-1602-30005"
"D01",2023-05-17 01:19:57.144897,"ST05",-8.972,38.452,"Dasyatis pastinaca","VR2W-1005","A69-1602-30005"
"D01",2023-05-17 02:15:26.788242,"ST05",-8.972,38.452,"Dasyatis pastinaca","VR2W-1005","A69-1602-30005"
"D01",2023-05-17 02:24:41.496973,"ST05",-8.972,38.452,"Dasyatis pastinaca","VR2W-1005","A69-1602-30005"
"D01",2023-05-17 02:51:34.863177,"ST05",-8.972,38.452,"Dasyatis pastinaca","VR2W-1005","A69-1602-30005"
"D01",2023-05-17 03:01:21.017529,"ST05",-8.972,38.452,"Dasyatis pastinaca","VR2W-1005","A69-1602-30005"
"D01",2023-05-17 03:16:05.466932,"ST05",-8.972,38.452,"Dasyatis pastinaca","VR2W-1005","A69-1602-30005"
"D01",2023-05-18 13:20:47.077407,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-18 13:51:34.009862,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-18 13:52:06.635818,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-18 13:57:21.447174,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-18 14:17:16.283569,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-18 14:19:28.412376,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-18 16:55:17.246873,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-18 17:26:38.627761,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-18 17:37:56.509243,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-18 17:48:54.513409,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-18 18:04:31.067645,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-18 18:14:48.49096,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-22 14:23:06.58676,"ST05",-8.972,38.452,"Dasyatis pastinaca","VR2W-1005","A69-1602-30005"
"D01",2023-05-22 15:08:48.329931,"ST05",-8.972,38.452,"Dasyatis pastinaca","VR2W-1005","A69-1602-30005"
"D01",2023-05-22 15:37:35.584145,"ST05",-8.972,38.452,"Dasyatis pastinaca","VR2W-1005","A69-1602-30005"
"D01",2023-05-22 15:56:08.88455,"ST05",-8.972,38.452,"Dasyatis pastinaca","VR2W-1005","A69-1602-30005"
"D01",2023-05-27 14:08:17.60842,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-27 14:16:50.969811,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-27 16:46:41.954626,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-27 17:02:13.928277,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-27 17:20:28.766784,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-27 17:28:50.999078,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-27 17:31:01.591856,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-05-29 12:10:13.393143,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-29 12:37:31.986466,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-29 13:25:08.025584,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-29 13:59:17.559108,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-29 15:17:18.276392,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-05-29 16:11:16.780432,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-06-10 11:57:33.478032,"ST05",-8.972,38.452,"Dasyatis pastinaca","VR2W-1005","A69-1602-30005"
"D01",2023-06-10 14:07:39.740151,"ST05",-8.972,38.452,"Dasyatis pastinaca","VR2W-1005","A69-1602-30005"
"D01",2023-06-12 00:35:24.686011,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-06-12 00:40:49.78142,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-06-12 00:48:52.452925,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-06-12 01:29:47.513118,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-06-12 01:51:53.054407,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-06-12 02:29:26.008368,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-06-12 03:17:32.567153,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-06-12 03:54:21.907891,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-06-12 04:47:54.52489,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-06-12 04:50:09.038234,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-06-12 05:02:34.879615,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-06-12 05:41:57.386598,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-06-12 05:44:26.227177,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-06-12 06:06:12.298445,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-06-12 06:30:00.966229,"ST06",-8.99,38.442,"Dasyatis pastinaca","VR2W-1006","A69-1602-30005"
"D01",2023-06-12 21:19:15.126675,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-06-12 21:54:38.772075,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-06-12 22:06:59.689547,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-06-12 22:14:46.186561,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-06-12 22:34:40.902642,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-06-12 22:36:00.025063,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
"D01",2023-06-12 22:47:47.393506,"ST03",-8.996,38.456,"Dasyatis pastinaca","VR2W-1003","A69-1602-30005"
